dataset,surrogate model,acquisition function,num_iteration,time,Median(model_runs),Mean(model_runs),Standard_Deviation(model_runs),num_topics
dataset_name,RF,LCB,0,110.49543309211731,0.3399676996705308,0.3443139083772735,0.02290304111899567,25
dataset_name,RF,LCB,1,132.86323928833008,0.34808042574047604,0.3352900686191099,0.021486226369215496,49
dataset_name,RF,LCB,2,114.91493248939514,0.4745383117402277,0.468572996319743,0.024121496791947018,7
dataset_name,RF,LCB,3,108.10325264930725,0.4503735806238374,0.4397466737071037,0.04998041084046595,6
dataset_name,RF,LCB,4,105.91786623001099,0.45641420157615553,0.44498916840343405,0.042697258932390354,5
dataset_name,RF,LCB,5,110.90655851364136,0.4013194526576274,0.3874393756248685,0.019982281881614314,17
dataset_name,RF,LCB,6,112.50503373146057,0.4422392870538265,0.44561725044791745,0.02605425426405064,10
dataset_name,RF,LCB,7,92.00246453285217,0.43640893832092986,0.4443044867991409,0.03532149835824771,5
dataset_name,RF,LCB,8,119.61869072914124,0.4448757982852233,0.44799865330185196,0.035834375853712366,7
dataset_name,RF,LCB,9,95.70306205749512,0.4671991213767115,0.459940432920931,0.022812924475534038,8
dataset_name,RF,LCB,10,90.65633535385132,0.45507853302021917,0.4469195600725729,0.050795432972444446,9
dataset_name,RF,LCB,11,89.36650896072388,0.4450324532567429,0.4451276748441396,0.017280734531555524,9
dataset_name,RF,LCB,12,74.77748155593872,0.4355311988401594,0.43340764331829995,0.02295530032043979,10
dataset_name,RF,LCB,13,100.15215873718262,0.45700671404858695,0.46144905482988996,0.02537055777658344,12
dataset_name,RF,LCB,14,95.6847550868988,0.4274212756184896,0.431934140482299,0.017437183236353373,12
dataset_name,RF,LCB,15,112.13242816925049,0.47853023605242123,0.4556672967458196,0.038689729616063394,12
dataset_name,RF,LCB,16,92.50477957725525,0.4447540908518928,0.42418623892025903,0.03000035287915105,13
dataset_name,RF,LCB,17,98.39416360855103,0.4097745793860781,0.41103325900635407,0.04776591255899295,13
dataset_name,RF,LCB,18,93.86205530166626,0.43240475314788657,0.42841786917984137,0.05053249864980374,12
dataset_name,RF,LCB,19,89.80525970458984,0.4169167939822379,0.4203893592423166,0.0344124716690266,14
dataset_name,RF,LCB,20,100.531653881073,0.4113881436539379,0.4073708100692996,0.014222768931370183,13
dataset_name,RF,LCB,21,96.83025574684143,0.41460098732660794,0.4287385319796564,0.04862740711738044,12
dataset_name,RF,LCB,22,100.60014772415161,0.4070243532467237,0.41591409879304864,0.021651353337273267,12
dataset_name,RF,LCB,23,95.44044065475464,0.4470149291657382,0.4569735241769003,0.025003625945797577,12
dataset_name,RF,LCB,24,102.4443871974945,0.4153776510976224,0.40015674934959317,0.032863146325350076,12
dataset_name,RF,LCB,25,99.85401582717896,0.472227411841156,0.46421224392298227,0.03758502311432483,10
dataset_name,RF,LCB,26,111.04924702644348,0.46213703943442924,0.4587498150600915,0.02154027103350147,11
dataset_name,RF,LCB,27,94.43862414360046,0.4288801213756124,0.44127679537658376,0.0493931439723079,11
dataset_name,RF,LCB,28,103.3614764213562,0.43672884085234875,0.43243294897413265,0.04673241126464869,11
dataset_name,RF,LCB,29,123.00228452682495,0.4448582844231548,0.4418395216366138,0.03800357699126047,8
dataset_name,RF,LCB,30,105.10569620132446,0.39783267018573903,0.40847571798791893,0.027431523497900644,11
dataset_name,RF,LCB,31,116.87855386734009,0.4638717328642322,0.44097474518226293,0.04465073653564131,10
dataset_name,RF,LCB,32,85.20301079750061,0.3838319891378371,0.39665329606883254,0.03668716181446824,10
dataset_name,RF,LCB,33,118.46446943283081,0.4714840235857024,0.4768447293498423,0.019831091842615757,10
dataset_name,RF,LCB,34,85.4690375328064,0.44100726126274015,0.42812842722455874,0.06778694807511534,10
dataset_name,RF,LCB,35,101.81357836723328,0.47613467203194854,0.4700697699531074,0.03158824591642279,10
dataset_name,RF,LCB,36,105.46711277961731,0.46086128768132195,0.46149123101091655,0.03255570094302992,10
dataset_name,RF,LCB,37,101.08738851547241,0.43931501479620716,0.4530427533760541,0.0341747768934694,10
dataset_name,RF,LCB,38,96.12010192871094,0.4830199543055128,0.4577405313019952,0.06559944306142566,10
dataset_name,RF,LCB,39,98.83675575256348,0.4542644078164767,0.450609838001255,0.015940991728082613,10
dataset_name,RF,LCB,40,95.38249254226685,0.42293783914336336,0.44107709136813006,0.042393731614931644,10
dataset_name,RF,LCB,41,107.41609930992126,0.4415889306126468,0.4549618290095639,0.04109731561458007,10
dataset_name,RF,LCB,42,118.0959153175354,0.49152357275244585,0.4693749854741858,0.036949863901076976,10
dataset_name,RF,LCB,43,92.82811236381531,0.4469329060660769,0.41827690995556993,0.05812611398709985,10
dataset_name,RF,LCB,44,99.79486918449402,0.43023984415818084,0.43723759212342583,0.015045307369687025,10
dataset_name,RF,LCB,45,92.1512062549591,0.4312014349126775,0.4317359844173768,0.03318897456900804,10
dataset_name,RF,LCB,46,108.69144821166992,0.4764384426097509,0.4847779397720693,0.042279733511546465,10
dataset_name,RF,LCB,47,104.6210196018219,0.42736285698919163,0.4348560000616105,0.029401636164967233,10
dataset_name,RF,LCB,48,98.32359313964844,0.4462657895783721,0.43790576105539003,0.057657253922804706,10
dataset_name,RF,LCB,49,99.74442481994629,0.4682530742412583,0.4794026165240862,0.03677419021448441,10
